frame_id,timestamp,tracking_state,error_px,latency_ms,gaussian_std
0,0.03333333333333333,BEACON_DETECTED,6.395833398537812,9.717941284179688,10.0
1,0.06666666666666667,BEACON_DETECTED,11.388271975020592,8.685588836669922,10.0
2,0.1,ACQUISITION,14.216979002608747,9.915590286254883,10.0
3,0.13333333333333333,LOCKED,17.029392981240775,9.403228759765625,10.0
4,0.16666666666666666,LOCKED,19.21335491821098,7.653713226318359,10.0
5,0.19999999999999998,LOCKED,20.623832958270935,8.126497268676758,10.0
6,0.2333333333333333,LOCKED,21.39383451335541,8.96763801574707,10.0
7,0.26666666666666666,LOCKED,22.02935243940846,8.212566375732422,10.0
8,0.3,LOCKED,22.80769701495157,9.245634078979492,10.0
9,0.3333333333333333,LOCKED,22.795374960620812,7.834672927856445,10.0
10,0.36666666666666664,LOCKED,22.80674720431601,8.791208267211914,10.0
11,0.39999999999999997,LOCKED,22.670687297307488,8.551359176635742,10.0
12,0.4333333333333333,LOCKED,23.43319293670803,9.166717529296875,10.0
13,0.4666666666666666,LOCKED,23.425160174945113,8.279561996459961,10.0
14,0.49999999999999994,LOCKED,23.439332256142073,8.597135543823242,10.0
15,0.5333333333333333,LOCKED,23.42869022188016,7.576465606689453,10.0
16,0.5666666666666667,LOCKED,22.660344772576575,9.129524230957031,10.0
17,0.6,LOCKED,23.433128712414337,8.21232795715332,10.0
18,0.6333333333333333,LOCKED,23.43235912543211,8.613824844360352,10.0
19,0.6666666666666666,LOCKED,22.029649557005197,8.865118026733398,10.0
20,0.7,LOCKED,22.818745129962675,8.12530517578125,10.0
21,0.7333333333333333,LOCKED,22.016412344718354,8.62574577331543,10.0
22,0.7666666666666666,LOCKED,22.022516318323383,7.826805114746094,10.0
23,0.7999999999999999,LOCKED,22.67054411449182,8.591890335083008,10.0
24,0.8333333333333333,LOCKED,22.672242320347937,7.64775276184082,10.0
25,0.8666666666666666,LOCKED,22.66892987450233,8.759021759033203,10.0
26,0.8999999999999999,LOCKED,22.659341100245122,7.709264755249023,10.0
27,0.9333333333333332,LOCKED,22.671356137392156,8.389949798583984,10.0
28,0.9666666666666666,LOCKED,21.258235764213406,8.306264877319336,10.0
29,0.9999999999999999,LOCKED,21.26565771838538,8.43048095703125,10.0
30,1.0333333333333332,LOCKED,21.26271555856832,8.722305297851562,10.0
31,1.0666666666666667,LOCKED,21.218822659505207,8.520841598510742,10.0
32,1.1,LOCKED,21.212299763044822,7.791757583618164,10.0
33,1.1333333333333335,LOCKED,20.525702731221738,8.74781608581543,10.0
34,1.166666666666667,LOCKED,20.51629014507213,8.260250091552734,10.0
35,1.2000000000000004,LOCKED,20.506575888533643,9.364843368530273,10.0
36,1.2333333333333338,LOCKED,20.52467866285594,7.498741149902344,10.0
37,1.2666666666666673,LOCKED,19.79273288918356,8.373737335205078,10.0
38,1.3000000000000007,LOCKED,20.525977039869392,8.23974609375,10.0
39,1.3333333333333341,LOCKED,19.8023035233974,8.945226669311523,10.0
40,1.3666666666666676,LOCKED,19.106686179491593,8.25810432434082,10.0
41,1.400000000000001,LOCKED,19.090169020065538,8.300065994262695,10.0
42,1.4333333333333345,LOCKED,19.099306851407587,7.96055793762207,10.0
43,1.466666666666668,LOCKED,18.380058084963274,8.198738098144531,10.0
44,1.5000000000000013,LOCKED,19.09886795888532,8.174896240234375,10.0
45,1.5333333333333348,LOCKED,18.42706967554556,9.054899215698242,10.0
46,1.5666666666666682,LOCKED,18.450808243483362,7.882118225097656,10.0
47,1.6000000000000016,LOCKED,18.44395176303891,8.901357650756836,10.0
48,1.633333333333335,LOCKED,17.705298716434793,8.311033248901367,10.0
49,1.6666666666666685,LOCKED,17.812548913141544,8.497476577758789,10.0
