frame_id,timestamp,tracking_state,error_px,latency_ms,gaussian_std
0,0.03333333333333333,BEACON_DETECTED,5.693920991468326,18.404483795166016,10.0
1,0.06666666666666667,BEACON_DETECTED,10.687447897499753,16.719818115234375,10.0
2,0.1,ACQUISITION,14.306892070020284,16.89624786376953,10.0
3,0.13333333333333333,LOCKED,16.32055379799431,18.243074417114258,10.0
4,0.16666666666666666,LOCKED,18.512602754753104,15.388965606689453,10.0
5,0.19999999999999998,LOCKED,19.9185755159105,15.753746032714844,10.0
6,0.2333333333333333,LOCKED,21.312491833984662,16.465187072753906,10.0
7,0.26666666666666666,LOCKED,22.111088020355275,16.152381896972656,10.0
8,0.3,LOCKED,22.73217966640111,19.411325454711914,10.0
9,0.3333333333333333,LOCKED,22.72116654989219,14.976024627685547,10.0
10,0.36666666666666664,LOCKED,23.50580785517703,15.858888626098633,10.0
11,0.39999999999999997,LOCKED,22.72085334621257,15.11836051940918,10.0
12,0.4333333333333333,LOCKED,22.731835095036082,17.16446876525879,10.0
13,0.4666666666666666,LOCKED,22.71209001881277,14.618635177612305,10.0
14,0.49999999999999994,LOCKED,23.510603795641515,15.919923782348633,10.0
15,0.5333333333333333,LOCKED,24.13510310971313,14.906644821166992,10.0
16,0.5666666666666667,LOCKED,22.71622418269352,14.28842544555664,10.0
17,0.6,LOCKED,23.374979938050537,18.21136474609375,10.0
18,0.6333333333333333,LOCKED,23.504858543051462,14.78123664855957,10.0
19,0.6666666666666666,LOCKED,22.7348540945973,14.042139053344727,10.0
20,0.7,LOCKED,22.73753647328907,15.132665634155273,10.0
21,0.7333333333333333,LOCKED,21.95592901294484,14.230012893676758,10.0
22,0.7666666666666666,LOCKED,22.7298901648025,17.925262451171875,10.0
23,0.7999999999999999,LOCKED,21.96230459410288,14.534950256347656,10.0
24,0.8333333333333333,LOCKED,22.728313469124924,13.936996459960938,10.0
25,0.8666666666666666,LOCKED,21.962621805310615,13.971567153930664,10.0
26,0.8999999999999999,LOCKED,23.365402139679894,14.51420783996582,10.0
27,0.9333333333333332,LOCKED,21.968570390574463,14.728546142578125,10.0
28,0.9666666666666666,LOCKED,21.964287611435953,15.752315521240234,10.0
29,0.9999999999999999,LOCKED,21.22329502750405,15.28310775756836,10.0
30,1.0333333333333332,LOCKED,21.237674757555034,14.998674392700195,10.0
31,1.0666666666666667,LOCKED,21.22317727397458,14.453411102294922,10.0
32,1.1,LOCKED,21.225458828682648,15.544891357421875,10.0
33,1.1333333333333335,LOCKED,20.565535706290955,20.328521728515625,10.0
34,1.166666666666667,LOCKED,21.218679711582965,20.6449031829834,10.0
35,1.2000000000000004,LOCKED,21.218745427755703,16.94178581237793,10.0
36,1.2333333333333338,LOCKED,20.513918980760835,20.693063735961914,10.0
37,1.2666666666666673,LOCKED,19.813695536999585,30.482769012451172,10.0
38,1.3000000000000007,LOCKED,19.814833969838748,24.22046661376953,10.0
39,1.3333333333333341,LOCKED,19.817167035094805,25.262832641601562,10.0
40,1.3666666666666676,LOCKED,19.096638489386844,21.6066837310791,10.0
41,1.400000000000001,LOCKED,19.071356696066772,26.545047760009766,10.0
42,1.4333333333333345,LOCKED,19.148000528690616,36.806344985961914,10.0
43,1.466666666666668,LOCKED,19.092817928194805,25.539636611938477,10.0
44,1.5000000000000013,LOCKED,18.38768956557865,29.58965301513672,10.0
45,1.5333333333333348,LOCKED,19.13962820259647,26.83424949645996,10.0
46,1.5666666666666682,LOCKED,17.74259147752738,25.317907333374023,10.0
47,1.6000000000000016,LOCKED,17.735842758624454,28.439760208129883,10.0
48,1.633333333333335,LOCKED,17.73649203230425,26.016712188720703,10.0
49,1.6666666666666685,LOCKED,17.10221379762206,29.920101165771484,10.0
