frame_id,timestamp,tracking_state,error_px,latency_ms,gaussian_std
0,0.03333333333333333,BEACON_DETECTED,5.693920991468326,13.352155685424805,10.0
1,0.06666666666666667,BEACON_DETECTED,10.687447897499753,15.531301498413086,10.0
2,0.1,ACQUISITION,14.306892070020284,10.549068450927734,10.0
3,0.13333333333333333,LOCKED,16.32055379799431,14.289140701293945,10.0
4,0.16666666666666666,LOCKED,18.512602754753104,13.448238372802734,10.0
5,0.19999999999999998,LOCKED,19.9185755159105,10.31184196472168,10.0
6,0.2333333333333333,LOCKED,21.312491833984662,10.000944137573242,10.0
7,0.26666666666666666,LOCKED,22.111088020355275,11.18779182434082,10.0
8,0.3,LOCKED,22.73217966640111,9.268760681152344,10.0
9,0.3333333333333333,LOCKED,22.72116654989219,10.571479797363281,10.0
10,0.36666666666666664,LOCKED,23.50580785517703,16.8454647064209,10.0
11,0.39999999999999997,LOCKED,22.72085334621257,9.326934814453125,10.0
12,0.4333333333333333,LOCKED,22.731835095036082,9.059429168701172,10.0
13,0.4666666666666666,LOCKED,22.71209001881277,8.998632431030273,10.0
14,0.49999999999999994,LOCKED,23.510603795641515,8.9569091796875,10.0
15,0.5333333333333333,LOCKED,24.13510310971313,9.011030197143555,10.0
16,0.5666666666666667,LOCKED,22.71622418269352,12.473106384277344,10.0
17,0.6,LOCKED,23.374979938050537,10.101079940795898,10.0
18,0.6333333333333333,LOCKED,23.504858543051462,8.508920669555664,10.0
19,0.6666666666666666,LOCKED,22.7348540945973,8.957147598266602,10.0
20,0.7,LOCKED,22.73753647328907,8.768320083618164,10.0
21,0.7333333333333333,LOCKED,21.95592901294484,8.91733169555664,10.0
22,0.7666666666666666,LOCKED,22.7298901648025,8.657693862915039,10.0
23,0.7999999999999999,LOCKED,21.96230459410288,8.753538131713867,10.0
24,0.8333333333333333,LOCKED,22.728313469124924,8.758783340454102,10.0
25,0.8666666666666666,LOCKED,21.962621805310615,9.211063385009766,10.0
26,0.8999999999999999,LOCKED,23.365402139679894,9.227991104125977,10.0
27,0.9333333333333332,LOCKED,21.968570390574463,9.296417236328125,10.0
28,0.9666666666666666,LOCKED,21.964287611435953,9.199142456054688,10.0
29,0.9999999999999999,LOCKED,21.22329502750405,8.638381958007812,10.0
30,1.0333333333333332,LOCKED,21.237674757555034,8.431673049926758,10.0
31,1.0666666666666667,LOCKED,21.22317727397458,8.45789909362793,10.0
32,1.1,LOCKED,21.225458828682648,8.797883987426758,10.0
33,1.1333333333333335,LOCKED,20.565535706290955,9.598493576049805,10.0
34,1.166666666666667,LOCKED,21.218679711582965,9.343385696411133,10.0
35,1.2000000000000004,LOCKED,21.218745427755703,9.019136428833008,10.0
36,1.2333333333333338,LOCKED,20.513918980760835,9.349822998046875,10.0
37,1.2666666666666673,LOCKED,19.813695536999585,9.382963180541992,10.0
38,1.3000000000000007,LOCKED,19.814833969838748,9.412527084350586,10.0
39,1.3333333333333341,LOCKED,19.817167035094805,9.028434753417969,10.0
40,1.3666666666666676,LOCKED,19.096638489386844,9.182929992675781,10.0
41,1.400000000000001,LOCKED,19.071356696066772,9.685277938842773,10.0
42,1.4333333333333345,LOCKED,19.148000528690616,9.375333786010742,10.0
43,1.466666666666668,LOCKED,19.092817928194805,9.739160537719727,10.0
44,1.5000000000000013,LOCKED,18.38768956557865,8.951425552368164,10.0
45,1.5333333333333348,LOCKED,19.13962820259647,8.845806121826172,10.0
46,1.5666666666666682,LOCKED,17.74259147752738,8.844852447509766,10.0
47,1.6000000000000016,LOCKED,17.735842758624454,8.964061737060547,10.0
48,1.633333333333335,LOCKED,17.73649203230425,9.872198104858398,10.0
49,1.6666666666666685,LOCKED,17.10221379762206,9.12618637084961,10.0
