frame_id,timestamp,tracking_state,error_px,latency_ms,gaussian_std
0,0.03333333333333333,BEACON_DETECTED,6.395833398537812,37.51039505004883,10.0
1,0.06666666666666667,BEACON_DETECTED,11.388271975020592,24.452686309814453,10.0
2,0.1,ACQUISITION,14.216979002608747,29.413700103759766,10.0
3,0.13333333333333333,LOCKED,17.029392981240775,30.388832092285156,10.0
4,0.16666666666666666,LOCKED,19.21335491821098,31.473875045776367,10.0
5,0.19999999999999998,LOCKED,20.623832958270935,26.05605125427246,10.0
6,0.2333333333333333,LOCKED,21.39383451335541,23.35214614868164,10.0
7,0.26666666666666666,LOCKED,22.02935243940846,29.261112213134766,10.0
8,0.3,LOCKED,22.80769701495157,31.009674072265625,10.0
9,0.3333333333333333,LOCKED,22.795374960620812,43.762922286987305,10.0
10,0.36666666666666664,LOCKED,22.80674720431601,32.182931900024414,10.0
11,0.39999999999999997,LOCKED,22.670687297307488,32.1500301361084,10.0
12,0.4333333333333333,LOCKED,23.43319293670803,30.42769432067871,10.0
13,0.4666666666666666,LOCKED,23.425160174945113,31.102418899536133,10.0
14,0.49999999999999994,LOCKED,23.439332256142073,40.154457092285156,10.0
15,0.5333333333333333,LOCKED,23.42869022188016,32.54222869873047,10.0
16,0.5666666666666667,LOCKED,22.660344772576575,31.392574310302734,10.0
17,0.6,LOCKED,23.433128712414337,31.71706199645996,10.0
18,0.6333333333333333,LOCKED,23.43235912543211,29.571533203125,10.0
19,0.6666666666666666,LOCKED,22.029649557005197,29.161691665649414,10.0
20,0.7,LOCKED,22.818745129962675,31.316518783569336,10.0
21,0.7333333333333333,LOCKED,22.016412344718354,32.83071517944336,10.0
22,0.7666666666666666,LOCKED,22.022516318323383,36.530494689941406,10.0
23,0.7999999999999999,LOCKED,22.67054411449182,33.0049991607666,10.0
24,0.8333333333333333,LOCKED,22.672242320347937,31.300067901611328,10.0
25,0.8666666666666666,LOCKED,22.66892987450233,29.058456420898438,10.0
26,0.8999999999999999,LOCKED,22.659341100245122,26.19314193725586,10.0
27,0.9333333333333332,LOCKED,22.671356137392156,28.04875373840332,10.0
28,0.9666666666666666,LOCKED,21.258235764213406,30.988454818725586,10.0
29,0.9999999999999999,LOCKED,21.26565771838538,30.208826065063477,10.0
30,1.0333333333333332,LOCKED,21.26271555856832,29.269695281982422,10.0
31,1.0666666666666667,LOCKED,21.218822659505207,28.805017471313477,10.0
32,1.1,LOCKED,21.212299763044822,30.797481536865234,10.0
33,1.1333333333333335,LOCKED,20.525702731221738,31.166791915893555,10.0
34,1.166666666666667,LOCKED,20.51629014507213,31.1279296875,10.0
35,1.2000000000000004,LOCKED,20.506575888533643,30.413150787353516,10.0
36,1.2333333333333338,LOCKED,20.52467866285594,31.38256072998047,10.0
37,1.2666666666666673,LOCKED,19.79273288918356,32.224416732788086,10.0
38,1.3000000000000007,LOCKED,20.525977039869392,32.39870071411133,10.0
39,1.3333333333333341,LOCKED,19.8023035233974,30.881643295288086,10.0
40,1.3666666666666676,LOCKED,19.106686179491593,29.274940490722656,10.0
41,1.400000000000001,LOCKED,19.090169020065538,34.26814079284668,10.0
42,1.4333333333333345,LOCKED,19.099306851407587,32.018423080444336,10.0
43,1.466666666666668,LOCKED,18.380058084963274,32.241106033325195,10.0
44,1.5000000000000013,LOCKED,19.09886795888532,31.336069107055664,10.0
45,1.5333333333333348,LOCKED,18.42706967554556,34.323930740356445,10.0
46,1.5666666666666682,LOCKED,18.450808243483362,37.940025329589844,10.0
47,1.6000000000000016,LOCKED,18.44395176303891,31.56256675720215,10.0
48,1.633333333333335,LOCKED,17.705298716434793,30.590534210205078,10.0
49,1.6666666666666685,LOCKED,17.812548913141544,31.395673751831055,10.0
